married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dependent,dataset
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,10.0,86.65,No,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Check,10.0,55.55,Yes,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,11.0,20.55,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,37.0,106.75,No,Competitor
Yes,Male,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Check,17.0,62.1,Yes,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,36.0,104.5,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,17.0,101.8,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,66.0,110.6,Yes,Competitor
Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,61.0,84.9,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Check,22.0,93.2,No,Competitor
No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,eCheck,1.0,24.4,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,6.0,70.55,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,eCheck,31.0,78.45,No,Competitor
Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,85.0,Yes,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,eCheck,34.0,87.45,Yes,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,52.0,85.8,Yes,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,eCheck,10.0,91.1,Yes,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,29.0,70.75,Yes,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,72.0,20.1,Yes,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,47.0,20.05,Yes,Competitor
Yes,Male,No,One year,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Check,24.0,74.8,Yes,Competitor
No,Male,No,One year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,65.0,24.8,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Check,4.0,100.85,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,12.0,101.35,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,1.0,81.7,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,eCheck,33.0,68.25,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,34.0,105.1,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,14.0,20.4,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,4.0,79.15,No,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,13.0,20.0,Yes,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,65.0,79.4,Yes,Competitor
Yes,Male,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Autopay,23.0,57.2,Yes,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,eCheck,55.0,58.6,No,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,49.0,94.8,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Autopay,60.0,102.5,No,Competitor
Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,69.0,20.35,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,40.0,84.9,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,67.0,69.2,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,35.0,95.45,No,Competitor
Yes,Male,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,19.0,100.95,Yes,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,13.0,20.85,Yes,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,41.0,88.5,Yes,Competitor
No,Female,No,Month-to-month,DSL,No,No,Yes,No,Yes,No,No,No,No,Check,4.0,35.0,No,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,No,eCheck,24.0,55.15,Yes,Competitor
No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,5.0,50.95,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,5.0,64.0,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,69.1,Yes,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,72.0,80.2,Yes,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,24.0,49.3,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,42.0,84.35,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,4.0,20.05,No,Competitor
No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,117.2,No,Competitor
Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,33.0,20.1,Yes,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.6,No,Competitor
No,Male,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,31.0,103.45,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,4.0,77.95,No,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,69.0,109.95,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,38.0,94.75,No,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,eCheck,3.0,80.0,Yes,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,eCheck,48.0,79.65,Yes,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,15.0,25.2,No,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,25.0,19.9,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,eCheck,1.0,78.45,No,Competitor
No,Female,No,Month-to-month,DSL,No,No,Yes,Yes,No,No,Yes,No,Yes,eCheck,48.0,44.8,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,20.3,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,eCheck,1.0,19.2,No,Competitor
No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,eCheck,37.0,80.05,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,66.0,107.35,No,Competitor
Yes,Female,No,One year,DSL,No,No,Yes,Yes,Yes,No,Yes,No,No,Autopay,26.0,47.85,No,Competitor
Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Autopay,63.0,70.8,No,Competitor
No,Male,Yes,Month-to-month,DSL,No,No,No,No,Yes,No,No,No,No,Check,10.0,29.5,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,2.0,70.75,No,Competitor
Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Autopay,18.0,59.1,No,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,64.0,25.55,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,9.0,84.45,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,28.0,20.25,Yes,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,eCheck,1.0,75.55,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,4.0,85.65,No,Competitor
No,Male,Yes,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,38.0,70.15,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,eCheck,66.0,95.3,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,70.25,No,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Check,18.0,50.3,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,51.0,97.8,No,Competitor
Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,0.0,19.85,Yes,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Check,1.0,46.3,No,Competitor
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,12.0,19.35,Yes,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,41.0,106.3,No,Competitor
No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,eCheck,12.0,25.0,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,55.0,20.3,Yes,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,7.0,75.35,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,eCheck,12.0,89.4,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,68.0,88.0,Yes,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,5.0,83.15,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Check,49.0,43.8,No,Competitor
No,Male,No,One year,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,40.0,62.05,No,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,16.0,20.1,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Check,10.0,74.15,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,72.0,101.35,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,2.0,84.05,No,Competitor
Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,23.0,20.9,Yes,Competitor
No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,71.0,105.9,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,11.0,99.5,No,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,44.15,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,16.0,53.9,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Check,1.0,85.45,No,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Autopay,12.0,85.05,No,Competitor
No,Female,No,One year,DSL,No,No,Yes,No,No,Yes,No,Yes,No,Autopay,54.0,44.1,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Autopay,68.0,90.2,No,Competitor
Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,No,Check,4.0,50.85,Yes,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,1.0,59.2,Yes,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Check,27.0,53.45,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,21.0,19.95,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,eCheck,13.0,83.2,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Autopay,64.0,74.65,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,eCheck,1.0,54.9,No,Competitor
Yes,Male,No,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,57.0,57.5,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,21.0,103.9,No,Competitor
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,19.0,19.65,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,31.0,93.8,No,Competitor
No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Check,52.0,89.25,No,Competitor
No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,46.0,94.15,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,11.0,55.6,No,Competitor
Yes,Female,No,Month-to-month,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,53.0,48.7,Yes,Competitor
Yes,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,11.0,19.25,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,57.0,104.9,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Check,2.0,75.45,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Check,2.0,54.85,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,71.0,19.9,Yes,Competitor
Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,19.4,Yes,Competitor
Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,68.0,25.05,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Check,72.0,84.45,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,19.3,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,1.0,95.1,No,Competitor
No,Female,No,One year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,41.0,79.85,No,Competitor
Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,72.0,25.55,Yes,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,6.0,75.5,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,4.0,73.75,Yes,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,12.0,96.05,No,Competitor
Yes,Female,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,eCheck,58.0,68.4,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,7.0,20.65,No,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Check,65.0,55.15,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,70.6,No,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,56.0,19.95,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,4.0,19.0,No,Competitor
Yes,Female,No,One year,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,58.0,44.1,Yes,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,62.0,107.6,No,Competitor
No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,eCheck,26.0,61.55,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Autopay,62.0,90.7,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Autopay,58.0,99.25,Yes,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,68.0,91.7,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,61.0,100.7,Yes,Competitor
No,Female,No,Two year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,42.0,78.45,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,18.0,84.3,No,Competitor
No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,56.0,19.55,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,4.0,88.95,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,4.0,20.45,No,Competitor
No,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Autopay,35.0,55.6,Yes,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,64.0,86.8,Yes,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,31.0,20.95,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,67.0,20.05,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,Autopay,4.0,50.7,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,70.0,113.65,No,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Autopay,3.0,53.4,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,53.0,101.9,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Check,2.0,59.5,Yes,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Autopay,29.0,87.8,Yes,Competitor
No,Female,No,Two year,DSL,No,No,Yes,No,Yes,Yes,No,No,No,Check,47.0,41.9,No,Competitor
Yes,Female,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,68.0,83.0,Yes,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Check,12.0,69.85,Yes,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Autopay,8.0,56.3,Yes,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,eCheck,54.0,109.55,No,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Check,69.0,92.15,Yes,Competitor
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Autopay,26.0,69.5,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,72.0,97.0,No,Competitor
No,Female,No,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,70.0,58.35,No,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Check,1.0,50.6,Yes,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,10.0,89.5,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,28.0,70.4,Yes,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.8,No,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,21.0,94.3,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Autopay,51.0,93.8,No,Competitor
Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,53.0,19.55,Yes,Competitor
No,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,eCheck,53.0,95.95,Yes,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,24.0,101.05,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,70.0,94.8,No,Competitor
No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,61.0,107.75,No,Competitor
No,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Check,11.0,54.6,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,2.0,71.3,No,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,25.0,19.5,No,Competitor
No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,41.0,56.3,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,18.0,94.7,No,Competitor
Yes,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,72.0,104.15,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,71.0,90.55,Yes,Competitor
Yes,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Check,34.0,60.8,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,29.0,98.8,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,40.0,98.15,No,Competitor
Yes,Male,No,One year,DSL,No,No,Yes,No,Yes,No,No,No,No,Check,36.0,35.35,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,eCheck,46.0,103.15,No,Competitor
No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,58.0,107.75,No,Competitor
No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,39.0,81.4,No,Competitor
Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Autopay,4.0,61.45,Yes,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,52.0,95.7,Yes,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,70.0,104.8,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,65.0,70.95,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,44.95,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,70.0,97.65,No,Competitor
Yes,Female,No,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Check,29.0,35.65,Yes,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,1.0,90.55,No,Competitor
No,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Check,67.0,85.25,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,19.5,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Autopay,26.0,88.8,No,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Check,30.0,25.1,Yes,Competitor
