case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
8740,S222652,a05c5934-6bb5-4e64-8020-2b0d4961acd3,Wichita Falls,TX,Wichita,76308,33.85238,-98.54057,19092,Suburban,US/Central,Cytogeneticist,2.0,53,12,Unemployed,49830,Separated,M,No,7.0,12,1,1,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Check,62,266.34,6315,3,4,4,2,6,4,4,5
8741,R369407,a2c6f94c-2e5d-450b-a262-22ca1101f757,Jolon,CA,Monterey,93928,36.03236,-121.2395,820,Rural,US/Pacific,Technical brewer,1.0,80,12,Student,9743,Married,F,No,12.0,17,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,51,162.21,4446,4,4,5,3,4,3,3,4
8742,J339712,dc0874f5-8368-46ce-a80b-378a9dba5d4a,Waco,TX,McLennan,76706,31.46653,-97.0912,38597,Rural,US/Central,"Engineer, maintenance (IT)",2.0,62,12,Part Time,39116,Married,M,No,6.0,8,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,62,256.37,5898,5,4,3,5,4,4,3,4
8743,M30542,7f00f8f0-96a9-41e2-83d1-e27c13aeff45,Edgecomb,ME,Lincoln,04556,43.96868,-69.6231,1082,Urban,US/Eastern,Toxicologist,2.0,18,12,Part Time,33187,Married,M,No,14.0,9,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Check,60,159.58,5422,2,2,4,4,4,2,3,3
8744,Z709934,e80f779f-84b2-4017-a258-8a6521e97330,Rocklake,ND,Towner,58365,48.85825,-99.25209,237,Rural,US/Central,"Development worker, community",0.0,79,16,Full Time,74269,Separated,F,No,11.0,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,47,138.85,4528,3,5,4,3,2,5,5,5
8745,M18617,b3dfcd74-a09c-497d-88a4-1cce191271c1,Arkansaw,WI,Pepin,54721,44.62933,-92.06966,1269,Rural,US/Central,Advertising account planner,1.0,42,16,Part Time,143641,Separated,M,No,34.0,11,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,64,285.3,6104,4,4,4,3,4,3,3,5
8746,A490867,46fb24fc-df56-44b3-b0f6-15e095b942b4,Basking Ridge,NJ,Somerset,07920,40.6784,-74.56296,27017,Suburban,US/Eastern,"Psychologist, educational",2.0,41,18,Full Time,40818,Widowed,M,No,8.0,8,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Autopay,51,162.22,4662,2,3,3,2,5,2,4,3
8747,E605510,25e13857-3675-4f16-80a8-54e7d5ee243a,Helendale,CA,San Bernardino,92342,34.75839,-117.3494,6508,Urban,US/Pacific,Professor Emeritus,0.0,53,12,Full Time,43464,Widowed,F,No,8.0,10,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Autopay,54,243.13,5158,4,3,4,3,4,3,3,4
8748,C426956,870aa432-6599-45bd-9eec-b54ae976f32d,Maxton,NC,Robeson,28364,34.71235,-79.32696,15183,Suburban,US/Eastern,"Engineer, land",2.0,36,12,Part Time,35713,Separated,M,No,14.0,11,3,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,56,184.83,5533,3,3,4,2,4,3,4,3
8749,N312898,e7f9af03-e96f-4304-a68f-980002dbddbe,Tacoma,WA,Pierce,98465,47.24823,-122.5291,7008,Urban,US/Pacific,Teaching laboratory technician,0.0,31,12,Full Time,50967,Widowed,M,No,5.0,14,0,0,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,No,Autopay,57,175.03,5688,4,5,4,2,5,4,3,5
8750,P401215,c05399e0-1d13-49fa-baa9-ca830ec8fad5,Sonoma,CA,Sonoma,95476,38.2486,-122.4571,36792,Suburban,US/Pacific,"Engineer, technical sales",1.0,81,18,Student,87775,Divorced,M,No,14.0,17,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,eCheck,62,147.52,5716,4,5,5,4,5,3,4,4
8751,Y168157,1ccae2a2-a76c-458c-a969-c2268cb3ac50,Jonesboro,GA,Clayton,30236,33.52245,-84.32424,49694,Rural,US/Eastern,"Sales professional, IT",1.0,53,18,Student,42200,Single,F,No,17.0,11,4,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,No,No,No,No,No,Check,36,148.44,4002,3,4,4,3,2,3,4,2
8752,F702843,805cf7e6-b2ba-4f6e-bb20-8b6981aab9b5,Dittmer,MO,Jefferson,63023,38.26924,-90.71319,5817,Rural,US/Central,General practice doctor,0.0,64,12,Full Time,33187,Divorced,M,Yes,9.0,10,1,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,62,243.8,5772,4,3,3,5,3,4,5,4
8753,O346280,d381e0b1-46d2-4fb5-b3c9-b80176ee85ac,Tulare,CA,Tulare,93274,36.18026,-119.3694,73778,Urban,US/Pacific,"Geneticist, molecular",0.0,53,16,Retired,17271,Married,M,No,14.0,15,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,47,129.47,4571,4,4,3,3,2,4,4,4
8754,E798904,492e2850-c9d3-42e5-a390-00496cc3d13f,Bayamon,PR,BayamÃ³n,00961,18.41011,-66.16538,30784,Urban,US/Atlantic,Radio producer,0.0,83,12,Full Time,55223,Widowed,M,Yes,12.0,10,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,63,257.94,6325,4,5,6,2,4,4,4,2
8755,F789317,ac793db1-4e42-415e-9412-b544f251f995,Grant Park,IL,Kankakee,60940,41.2506,-87.64282,3433,Rural,US/Central,"Research officer, political party",1.0,43,16,Unemployed,33187,Married,M,No,11.0,11,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Check,56,125.0,4737,5,3,4,2,5,3,3,2
8756,D938071,22a3fb62-f91f-4844-8460-da8b341d139c,Russellville,MO,Cole,65074,38.47933,-92.47517,2723,Suburban,US/Central,"Production designer, theatre/television/film",0.0,45,20,Full Time,26449,Single,M,No,39.0,14,2,2,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,62,297.32,6368,4,3,4,6,3,4,2,4
8757,J237830,b3c24254-88d7-4e1e-964f-b649200cbc3d,Big Wells,TX,Dimmit,78830,28.52537,-99.50854,887,Suburban,US/Central,Geophysical data processor,0.0,35,16,Unemployed,14865,Separated,F,No,8.0,14,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Autopay,63,152.64,6037,4,4,3,3,4,3,3,4
8758,W679652,1a616832-21e0-4916-93e6-b9bb8130721e,Mentor,OH,Lake,44060,41.678,-81.32852,60476,Suburban,US/Eastern,"Development worker, community",8.0,40,16,Full Time,35016,Married,M,No,43.0,12,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,No,No,Yes,Yes,Autopay,62,157.35,5743,3,1,1,3,4,2,3,2
8759,I317260,8e77b4d5-b43f-405b-b78b-a3ef03b90ef5,Tomah,WI,Monroe,54660,43.98255,-90.49021,16062,Urban,US/Central,"Accountant, chartered public finance",0.0,42,12,Full Time,83829,Married,M,No,8.0,9,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,64,136.5,6001,5,4,3,4,2,4,4,3
8760,U00501,00a24015-c44f-4777-88ee-198679600c59,Walnut,KS,Bourbon,66780,37.61659,-95.05567,524,Urban,US/Central,"Engineer, manufacturing systems",0.0,65,12,Full Time,33187,Separated,F,No,14.0,13,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Check,69,142.12,6317,4,5,3,4,3,5,4,4
8761,P980194,339e5e74-7426-477b-bdd6-59ca219ef44e,Albany,NY,Albany,12203,42.68108,-73.84824,31251,Rural,US/Eastern,Radiation protection practitioner,3.0,86,12,Full Time,33187,Married,F,Yes,4.0,12,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Check,36,275.89,3570,5,5,4,4,1,4,5,4
8762,G417160,0c7611ed-a922-4536-828a-45751dbf69f2,North Troy,VT,Orleans,05859,44.96727,-72.44531,1730,Suburban,US/Eastern,Geophysicist/field seismologist,0.0,56,12,Full Time,51834,Separated,F,No,8.0,11,1,0,No,Two Year,No,No,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,46,112.09,3382,3,3,3,3,4,3,2,4
8763,P271479,f854aad5-cf43-4171-bc5f-5c330ea96de7,Colton,SD,Minnehaha,57018,43.79803,-96.98275,1455,Urban,US/Central,Data scientist,0.0,48,12,Full Time,24548,Widowed,M,No,9.0,10,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,eCheck,36,174.16,5577,4,3,3,2,4,3,2,4
8764,G340831,8a33f688-a504-4544-bc22-3a5728fcbd7b,Coventry,VT,Orleans,05825,44.86231,-72.24567,75,Urban,US/Eastern,Garment/textile technologist,3.0,45,12,Full Time,35021,Widowed,M,No,9.0,12,3,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,38,205.46,3735,5,4,4,1,4,2,3,3
8765,E556319,51f5605b-f608-4b6c-a2e7-3e3d1442e9e7,Roy,WA,Pierce,98580,46.9963,-122.5161,11195,Rural,US/Pacific,"Optician, dispensing",0.0,44,18,Student,12558,Single,M,No,10.0,17,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,50,221.18,4783,6,6,7,4,4,7,4,4
8766,V493123,882c88a9-29af-45cd-ad2c-e604a3fb346d,Pasadena,TX,Harris,77506,29.71491,-95.20013,38568,Suburban,US/Central,Arts administrator,4.0,27,12,Full Time,41466,Divorced,M,No,6.0,11,1,2,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Autopay,64,148.81,6167,4,2,3,4,3,4,5,5
8767,T431514,8a16b0ec-0bf5-4bd7-95cc-1b78f969ec5a,Avis,PA,Clinton,17721,41.18361,-77.31844,1537,Suburban,US/Eastern,Commercial art gallery manager,7.0,53,16,Full Time,12835,Divorced,F,No,6.0,15,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Check,45,147.55,3382,2,2,3,1,4,1,3,2
8768,K202230,0fbdec63-7808-476c-a059-f608d39ad581,West Palm Beach,FL,Palm Beach,33417,26.71997,-80.12486,33287,Rural,US/Eastern,Art gallery manager,0.0,68,12,Full Time,30006,Divorced,F,No,7.0,8,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,36,116.48,6309,3,2,3,3,5,4,4,4
8769,L154203,a6990186-a332-4fcc-b992-956f2c561ff7,Wallace,KS,Wallace,67761,38.97081,-101.5311,220,Urban,US/Mountain,Lobbyist,1.0,44,8,Part Time,37078,Married,M,No,15.0,17,1,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Check,62,151.76,5467,2,2,1,4,3,3,3,3
8770,K960941,dd301c60-1db0-4e40-b10f-afdf1df52e53,Schoenchen,KS,Ellis,67667,38.71305,-99.33258,158,Suburban,US/Central,Animator,1.0,53,14,Part Time,33187,Separated,F,No,16.0,9,2,2,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Autopay,71,198.68,6195,4,3,4,2,7,3,2,3
8771,W368352,43048937-d0ba-4417-ac1e-75039f8b67dc,Nora Springs,IA,Floyd,50458,43.16088,-93.00755,2159,Suburban,US/Central,"Scientist, research (medical)",0.0,39,14,Full Time,51228,Separated,F,No,8.0,12,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Autopay,64,144.89,5667,5,5,5,3,2,6,5,5
8772,B568158,ad906611-e4ef-41cf-92d2-ba2e5590f18d,Bellmont,IL,Wabash,62811,38.3831,-87.90555,227,Urban,US/Central,Claims inspector/assessor,0.0,60,12,Unemployed,41164,Divorced,F,No,10.0,13,1,0,No,Month-to-month,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Check,69,258.81,6959,3,5,5,3,3,5,4,4
8773,M235859,d5b9a52b-6e9c-4bff-abeb-3d2449519db1,Longmeadow,MA,Hampden,01106,42.04791,-72.57176,16022,Suburban,US/Eastern,"Editor, commissioning",0.0,53,18,Full Time,81130,Widowed,M,No,12.0,12,0,1,No,One year,No,Yes,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,41,113.37,3623,5,4,4,3,3,5,5,3
8774,X774162,7bbe2faa-9fb5-4a90-8b01-290dc2547b98,Mount Aetna,PA,Berks,19544,40.41719,-76.29621,131,Rural,US/Eastern,Comptroller,1.0,42,12,Full Time,26005,Widowed,F,No,16.0,10,2,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,eCheck,49,141.69,4355,5,4,6,4,4,4,4,5
8775,D456001,601b7fb6-6f23-44b9-976d-6669290bb2fb,Hempstead,NY,Nassau,11549,40.7173,-73.6028,2901,Urban,US/Eastern,Sports therapist,8.0,33,14,Full Time,33971,Separated,M,No,1.0,4,0,0,No,One year,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Check,56,223.36,6089,3,4,4,2,5,5,4,4
8776,C356278,9f885eab-5fc8-43bb-933b-24a68f2137d0,Mulberry,AR,Crawford,72947,35.57205,-94.02796,3937,Urban,US/Central,Solicitor,2.0,53,20,Full Time,33187,Divorced,M,No,5.0,9,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,39,128.25,3838,4,2,5,5,1,4,4,3
8777,L319399,2f545a1d-103a-48e5-be6e-f549198afc38,Concord,MA,Middlesex,01742,42.46225,-71.36424,19350,Suburban,US/Eastern,Dancer,1.0,72,12,Full Time,71822,Divorced,M,No,10.0,12,1,0,No,Month-to-month,No,No,DSL,No,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,66,142.07,6123,1,1,3,4,3,3,5,3
8778,N10509,cae199a4-a93c-40db-988e-8dff08a8dfec,Du Bois,IL,Washington,62831,38.23068,-89.22126,412,Rural,US/Central,Immunologist,8.0,39,16,Part Time,18813,Widowed,F,No,10.0,10,1,1,No,Two Year,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,62,222.48,6018,4,5,4,4,2,4,4,2
8779,C825312,2637598f-ef51-4529-937d-748190a47045,Holderness,NH,Grafton,03245,43.75003,-71.58789,2180,Urban,US/Eastern,Clinical psychologist,1.0,53,18,Full Time,15426,Divorced,F,No,9.0,11,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Autopay,71,134.51,5869,4,4,4,3,4,4,5,2
8780,L129384,9fca7b08-13ef-4b75-a1eb-5ae34d0f5f08,Plain City,OH,Madison,43064,40.09807,-83.28778,14243,Suburban,US/Eastern,Health promotion specialist,2.0,51,18,Unemployed,29567,Widowed,F,No,12.0,12,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Autopay,58,174.7,5534,3,2,3,3,3,3,4,3
8781,T56833,d88cfa62-127d-4a1b-aa3c-25fc25423f5b,Louisa,VA,Louisa,23093,38.00243,-78.04076,13712,Urban,US/Eastern,Conference centre manager,4.0,39,12,Full Time,19869,Widowed,F,No,13.0,8,2,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Autopay,60,191.95,5385,4,5,3,3,4,4,3,5
8782,T987467,d94c7a66-b535-48ed-9233-a52f8dbfbc8a,Bradley,ME,Penobscot,04411,44.88125,-68.57612,1570,Suburban,US/Eastern,Multimedia programmer,3.0,55,12,Full Time,33187,Single,M,No,12.0,13,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,61,136.31,5760,3,4,2,3,4,2,2,4
8783,I62827,4b078258-cd65-4b67-a134-2f312df6ad22,Geismar,LA,Ascension,70734,30.2029,-91.00205,7413,Rural,US/Central,Technical sales engineer,1.0,49,12,Full Time,7742,Married,M,No,8.0,10,4,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Autopay,55,141.99,5278,2,3,3,5,3,4,3,3
8784,K316303,3c1bff23-a767-4a94-b42e-531ec0e714b1,Overbrook,KS,Osage,66524,38.7936,-95.50514,2455,Suburban,US/Central,Immunologist,0.0,18,12,Full Time,33187,Single,F,No,8.0,10,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,40,133.44,3515,4,4,4,3,4,4,3,4
8785,C661614,19aaf5ed-96a0-4ff1-b0b7-c823f41b1311,Wheatland,PA,Mercer,16161,41.19704,-80.49571,680,Rural,US/Eastern,Hydrographic surveyor,0.0,88,11,Student,11311,Married,F,No,3.0,14,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,71,110.01,5802,4,4,4,3,4,4,4,4
8786,O884860,55ca4713-cb92-41e2-846a-1f84fc0c3bc6,Jamaica,VA,Middlesex,23079,37.72321,-76.69114,297,Rural,US/Eastern,Tree surgeon,2.0,22,12,Full Time,13102,Divorced,F,No,6.0,11,1,1,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Yes,Autopay,51,145.67,4429,4,5,2,2,3,3,3,1
8787,X349441,316bdf66-f57b-48e1-a9f2-85c8089b5dd5,Ironwood,MI,Gogebic,49938,46.53458,-90.11673,7514,Urban,US/Central,Patent examiner,2.0,51,12,Full Time,28125,Single,M,No,10.0,13,2,2,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,51,105.11,4493,3,4,3,3,4,2,3,4
8788,F486144,bc3da652-24ba-4638-a142-80709d46dcb0,Armstrong,MO,Howard,65230,39.28717,-92.69501,754,Urban,US/Central,Mudlogger,0.0,34,12,Full Time,33187,Widowed,F,Yes,12.0,12,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,52,243.28,5360,3,3,3,4,3,3,4,4
8789,A795602,a975c13b-bbc2-4d6d-b48d-cfeee473e855,Morrison,OK,Noble,73061,36.34882,-97.00648,1659,Suburban,US/Central,Cytogeneticist,1.0,51,12,Full Time,97230,Widowed,F,No,13.0,12,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,eCheck,57,207.69,5095,5,5,4,5,3,2,3,4
8790,P374315,82ee6b6c-749a-42df-8db3-05602ec9d96b,Knoxville,TN,Knox,37923,35.92609,-84.08019,30253,Rural,US/Eastern,"Nurse, learning disability",0.0,51,0,Full Time,33187,Separated,F,No,7.0,8,2,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Autopay,50,126.96,3382,3,3,3,5,2,4,4,5
8791,L393972,8b804033-698a-4f2e-ac53-f422d288f8c1,San Jacinto,CA,Riverside,92582,33.80581,-117.0194,16783,Suburban,US/Pacific,Ergonomist,0.0,72,18,Student,9841,Widowed,F,No,12.0,3,1,1,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,36,154.34,5048,3,3,3,3,5,3,4,5
8792,L940323,c375e635-4c23-4b0d-a50e-5662734fbe28,Hillsborough,NC,Orange,27278,36.08601,-79.08617,26054,Suburban,US/Eastern,Marine scientist,1.0,79,12,Full Time,33129,Single,F,No,9.0,19,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Check,71,147.49,5964,4,4,5,4,5,3,5,4
8793,U515711,df15a1db-fcf9-442e-b7ef-004363de9710,Lakeshore,CA,Fresno,93634,37.2076,-118.9422,21,Rural,US/Pacific,Television camera operator,2.0,80,12,Student,11491,Divorced,M,No,12.0,12,0,0,No,Two Year,Yes,No,None,No,Yes,No,Yes,No,No,Yes,Yes,No,Check,66,231.14,6078,4,4,4,6,2,3,4,2
8794,U344970,607ab248-c7c1-4d26-8de7-3017280706e3,Woodland,MI,Barry,48897,42.70682,-85.13211,1448,Suburban,US/Eastern,Occupational therapist,3.0,24,8,Part Time,91326,Divorced,M,No,12.0,14,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Check,61,129.57,5640,2,2,3,4,4,2,2,3
8795,S199014,9195ab58-ddaf-421d-8aa1-23f02c8fb928,Sturgeon,MO,Boone,65284,39.20062,-92.29691,2004,Suburban,US/Central,Television/film/video producer,4.0,53,12,Full Time,12537,Married,F,No,12.0,16,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,51,139.56,4977,4,4,5,3,4,3,5,4
8796,S944238,db200636-6fc6-4509-ac04-ed58e0dac681,Nashville,TN,Davidson,37228,36.19498,-86.80403,1206,Rural,US/Central,"Engineer, energy",0.0,53,16,Part Time,29161,Divorced,F,No,9.0,15,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,68,205.8,6101,4,4,3,4,3,3,3,2
8797,M752980,344f9b37-4898-4ec9-aae9-ab7bf2a484b2,Harbor View,OH,Lucas,43434,41.69299,-83.44472,61,Urban,US/Eastern,Actuary,0.0,71,12,Unemployed,32720,Divorced,F,No,9.0,10,3,2,Yes,One year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,68,150.52,6228,5,5,4,3,4,4,6,4
8798,T482512,de57047e-b5ed-456d-a2bf-461df85ba15f,Rock Valley,IA,Sioux,51247,43.19133,-96.33947,5044,Suburban,US/Central,Dietitian,2.0,67,18,Full Time,33187,Single,M,No,6.0,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Check,67,136.46,5711,4,3,3,5,5,4,4,4
8799,L542612,f9e68cec-d544-4fb5-8f9f-bbb4fb1fc54b,Fargo,OK,Ellis,73840,36.35369,-99.61841,739,Rural,US/Central,"Teacher, secondary school",4.0,77,16,Full Time,17893,Widowed,M,No,4.0,16,0,0,No,One year,No,No,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,65,126.85,5756,4,4,5,2,5,2,2,2
8800,I679830,4b813bb8-0b5a-4815-8420-31ebe7556d41,Middleton,MI,Gratiot,48856,43.2,-84.73669,865,Urban,US/Eastern,"Solicitor, Scotland",0.0,49,11,Part Time,11575,Married,M,No,43.0,18,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Autopay,64,227.11,5783,5,4,3,4,4,3,4,3
8801,L933426,f6d156b0-e103-407a-81c0-5a147b915bc3,Gheens,LA,Lafourche,70355,29.69904,-90.42925,1210,Rural,US/Central,Theatre manager,1.0,78,12,Student,37039,Divorced,M,No,8.0,10,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,68,275.48,6237,2,3,3,4,4,2,2,3
8802,K725096,5379d7c5-a556-49f4-a099-7cfb1de01a82,San Luis Obispo,CA,San Luis Obispo,93405,35.29781,-120.7272,36550,Urban,US/Pacific,"Scientist, research (life sciences)",0.0,89,12,Full Time,46051,Married,M,No,13.0,10,0,0,No,Month-to-month,No,No,DSL,No,No,No,No,No,Yes,Yes,Yes,No,Autopay,64,198.94,6099,4,3,3,3,5,3,4,4
8803,D225235,cc6ed1c0-77ae-42b1-91e7-e33de5e63f89,Rockford,MI,Kent,49341,43.1243,-85.49189,36711,Suburban,US/Eastern,Public affairs consultant,2.0,26,12,Full Time,42539,Widowed,F,No,13.0,10,1,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,eCheck,66,160.01,5765,4,4,4,4,4,4,4,3
8804,Q822881,d0368364-4609-405b-91f0-858d320b3211,Bethpage,TN,Sumner,37022,36.50013,-86.31074,6473,Urban,US/Central,Air traffic controller,4.0,42,16,Full Time,9374,Separated,M,No,5.0,11,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Autopay,55,157.38,4843,2,1,2,5,4,3,3,2
8805,K112352,99c167bb-a698-4dc1-997d-16565ef374d8,Stratford,SD,Brown,57474,45.29864,-98.26884,215,Suburban,US/Central,IT sales professional,1.0,45,12,Full Time,20114,Married,M,No,13.0,12,2,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,58,194.0,5246,3,4,3,4,5,4,4,3
8806,N523135,18e26752-0fbb-45af-a4a9-0ee0f6014c10,La Center,WA,Clark,98629,45.88169,-122.6141,8689,Suburban,US/Pacific,"Psychologist, prison and probation services",0.0,53,18,Full Time,8361,Single,M,No,11.0,11,0,2,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,69,179.62,6093,4,4,5,2,4,2,3,2
8807,Q26506,42adf46d-15a1-467e-a9c8-e251b1beacf6,Pineland,SC,Jasper,29934,32.59314,-81.10785,1150,Rural,US/Eastern,Forest/woodland manager,7.0,65,12,Retired,12555,Divorced,F,Yes,7.0,9,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,70,254.72,7081,5,6,5,2,3,5,5,3
8808,R593883,dccf1eaf-4263-41fe-9791-cd4af06641df,Mapleton,ND,Cass,58059,46.84415,-97.11661,1348,Rural,US/Central,Trading standards officer,0.0,72,8,Full Time,33187,Divorced,M,No,11.0,9,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Autopay,62,138.85,5806,3,4,4,3,3,4,4,3
8809,N222050,f2107373-0efc-43d7-a6ed-d64d80f9359f,Thompsons Station,TN,Williamson,37179,35.81156,-86.92773,15738,Suburban,US/Central,Associate Professor,3.0,43,14,Student,50100,Single,F,No,3.0,7,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,69,174.14,6309,3,2,3,4,4,4,4,3
8810,Z460359,ba0cfc4d-da70-477b-bf0d-dad7fe7b9839,Pittsboro,IN,Hendricks,46167,39.87544,-86.47058,6572,Rural,US/Eastern,Trading standards officer,4.0,44,12,Full Time,22802,Separated,F,No,5.0,7,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,48,139.51,4797,2,3,3,3,3,3,4,4
